stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149835,0.153894,-0.953113,-0.36061,-0.740925,0.619154,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149885,0.153851,-0.953113,-0.36061,-0.739446,0.620447,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149832,0.153825,-0.953113,-0.36061,-0.741015,0.621249,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
0,0,-1.0472,-0.698132,-0.174533,0.174533,-1.04243,-0.691692,-0.149882,0.153782,-0.953113,-0.36061,-0.739536,0.622542,-0.953113,-0.36061,-0.742291,0.615714
